username,anime_id,my_score,user_id,gender,title,type,source,score,scored_by,rank,popularity,genre,Duration,Rating,Members,Favorites,Completed,On-Hold,Dropped
mortisia,957,0,309349,Female,Saiunkoku Monogatari,TV,Light novel,8.04,23467,512,1313,"Adventure, Fantasy, Comedy, Romance, Historical, Drama",1 hr. 25 min.,PG-13 - Teens 13 or older,5529,4,208333,1935,220
mortisia,26243,7,309349,Female,Owari no Seraph,TV,Manga,7.63,273796,1277,83,"Action, Military, Supernatural, Drama, Vampire, Shounen",30 min. per ep.,R+ - Mild Nudity,15998,17,150183,112,205
mortisia,32566,0,309349,Female,Noblesse: Pamyeol-ui Sijak,OVA,Web manga,7.55,8752,1501,2637,"Action, Adventure, Supernatural",24 min. per ep.,R+ - Mild Nudity,148259,53,718161,145,1650
Ketsukos,813,10,4669393,Non-Binary,Dragon Ball Z,TV,Manga,8.31,367982,228,70,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",6 min. per ep.,PG-13 - Teens 13 or older,148259,4,718161,11901,166
killer5264,1571,7,3038521,Male,Ghost Hunt,TV,Novel,7.92,69224,656,527,"Comedy, Horror, Mystery, Shoujo, Supernatural",25 min. per ep.,PG-13 - Teens 13 or older,148259,8,718161,712,349
killer5264,6007,8,3038521,Male,Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,OVA,Light novel,7.95,58391,621,852,"Adventure, Historical, Romance, Fantasy",23 min. per ep.,G - All Ages,148259,29,718161,766,443
Angelah,12979,0,307916,Female,Naruto SD: Rock Lee no Seishun Full-Power Ninden,TV,Manga,7.25,16390,2623,1767,"Action, Comedy, Parody",24 min. per ep.,PG-13 - Teens 13 or older,7731,8,718161,712,398
Angelah,33589,0,307916,Female,ViVid Strike!,TV,Original,7.26,8997,2594,2052,"Action, Drama, Magic",24 min. per ep.,PG-13 - Teens 13 or older,148259,47,150183,860,538
YEAHAAAA,1575,10,75949,Male,Code Geass: Hangyaku no Lelouch,TV,Original,8.79,627740,30,9,"Action, Military, Sci-Fi, Super Power, Drama, Mecha, School",24 min. per ep.,PG - Children,148259,13,718161,200,225
YEAHAAAA,4037,0,75949,Male,Cowboy Bebop: Yose Atsume Blues,Special,Original,7.51,9619,1604,2387,"Action, Adventure, Comedy, Drama, Sci-Fi, Space",1 hr. 34 min.,R+ - Mild Nudity,101330,952,208333,1935,459
YEAHAAAA,2808,0,75949,Male,Irregular Hunter X: The Day of Sigma,OVA,Game,7.34,4057,2277,4133,"Action, Sci-Fi, Mecha, Shounen",24 min. per ep.,R - 17+ (violence & profanity),33722,89,718161,712,1543
YEAHAAAA,13789,6,75949,Male,Little Nemo Pilot,Special,Unknown,6.11,260,7060,9299,Adventure,48 min.,R - 17+ (violence & profanity),148259,5,150183,1935,51
Flerkisa,934,10,225565,Female,Higurashi no Naku Koro ni,TV,Visual novel,8.1,221985,437,97,"Mystery, Dementia, Horror, Psychological, Supernatural, Thriller",24 min. per ep.,R - 17+ (violence & profanity),22339,78,718161,712,942
Flerkisa,28999,7,225565,Female,Charlotte,TV,Original,7.92,315572,654,72,"Drama, School, Super Power",25 min. per ep.,R+ - Mild Nudity,16317,94,718161,145,690
Flerkisa,23775,0,225565,Female,Shingeki no Kyojin Movie 1: Guren no Yumiya,Movie,Manga,7.69,18325,1139,1580,"Action, Drama, Fantasy, Shounen, Super Power",30 min. per ep.,PG-13 - Teens 13 or older,7668,7,150183,112,134
Flerkisa,9996,0,225565,Female,Hyouge Mono,TV,Manga,8.06,1893,474,3085,"Historical, Samurai, Seinen",24 min. per ep.,PG-13 - Teens 13 or older,148259,17,718161,12737,366
arania,5530,0,1358457,Female,Pandora Hearts,TV,Manga,7.85,117406,801,233,"Adventure, Fantasy, Mystery, Shounen, Supernatural",14 min. per ep.,R+ - Mild Nudity,148259,28,718161,145,1138
RyuuNokaru,9136,7,3222937,Male,Kuroshitsuji II Specials,Special,Manga,7.68,38423,1153,1108,"Fantasy, Supernatural, Comedy, Parody, Shounen",30 min. per ep.,R+ - Mild Nudity,148259,0,150183,749,97
RyuuNokaru,10568,0,3222937,Male,Kamisama no Memochou,TV,Light novel,7.64,67591,1247,494,Mystery,24 min. per ep.,PG-13 - Teens 13 or older,7109,14,718161,9815,504
RyuuNokaru,28677,8,3222937,Male,Yamada-kun to 7-nin no Majo (TV),TV,Manga,7.84,178947,821,190,"Harem, Mystery, Comedy, Supernatural, Romance, School, Shounen",25 min. per ep.,PG-13 - Teens 13 or older,148259,1271,718161,71513,1406
RyuuNokaru,35928,0,3222937,Male,Devils Line,TV,Manga,6.5,7356,5595,1354,"Action, Supernatural, Drama, Romance, Vampire, Seinen",28 min. per ep.,PG-13 - Teens 13 or older,7354,21,150183,595,205
taaksuu,9969,10,400594,Female,Gintama&#039;,TV,Manga,9.11,92025,7,342,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",24 min. per ep.,PG-13 - Teens 13 or older,8814,21,718161,712,380
taaksuu,507,9,400594,Female,Gravitation: Lyrics of Love,OVA,Manga,7.08,14478,3263,2397,"Comedy, Romance, Shoujo, Shounen Ai",23 min.,R+ - Mild Nudity,148259,3,47981,1935,87
taaksuu,915,8,400594,Female,Ginga Densetsu Weed,TV,Manga,7.31,4736,2384,3806,"Adventure, Drama, Shounen",24 min.,R+ - Mild Nudity,148259,3,47981,1935,110
Hikikomori2001,182,8,119270,Male,Tenkuu no Escaflowne,TV,Original,7.77,46572,954,874,"Adventure, Psychological, Romance, Fantasy, Mecha, Shoujo",24 min. per ep.,PG-13 - Teens 13 or older,148259,74,718161,712,344
lynnx3,4752,0,59858,Female,Vampire Knight: Guilty,TV,Manga,7.45,147441,1836,299,"Mystery, Supernatural, Drama, Romance, Vampire, Shoujo",24 min. per ep.,R - 17+ (violence & profanity),148259,469,718161,712,2381
ShoujoSweets,12461,0,4034831,Female,Hiiro no Kakera,TV,Visual novel,6.87,28868,4038,1175,"Fantasy, Romance, Shoujo, Supernatural",25 min. per ep.,PG-13 - Teens 13 or older,15652,31,718161,712,962
Kashiwagi,2107,8,50832,Female,One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,Movie,Manga,7.42,21816,1945,1832,"Action, Adventure, Fantasy, Shounen",25 min. per ep.,PG-13 - Teens 13 or older,9198,23,718161,712,2716
Gold023,28223,0,5101375,Male,Death Parade,TV,Original,8.27,371287,262,47,"Game, Mystery, Psychological, Drama, Thriller",8 min. per ep.,R+ - Mild Nudity,148259,32,718161,624,484
Gold023,14349,7,5101375,Male,Little Witch Academia,Movie,Original,7.96,110808,601,412,"Adventure, Comedy, Fantasy, Magic, School",23 min.,PG-13 - Teens 13 or older,96555,262,47981,1935,133
JumaX9,24,0,33138,Male,School Rumble,TV,Manga,8.02,101593,537,347,"Comedy, Romance, School, Shounen",25 min.,PG-13 - Teens 13 or older,148259,8,47981,1935,131
JumaX9,14511,9,33138,Male,Minami-ke Tadaima,TV,Manga,7.76,18031,972,1827,"Comedy, School, Slice of Life",22 min. per ep.,PG-13 - Teens 13 or older,27490,4101,47981,112,225
Rose_Hip_M14,72,0,130518,Female,Full Metal Panic? Fumoffu,TV,Light novel,8.16,127379,357,365,"Action, Comedy, School",1 hr. 17 min.,G - All Ages,148259,37,47981,1935,145
Rose_Hip_M14,1362,0,130518,Female,Street Fighter II Movie,Movie,Game,7.25,12155,2629,2796,"Action, Martial Arts, Shounen",24 min. per ep.,PG-13 - Teens 13 or older,148259,10,718161,145,220
AuthenticZac,4654,0,2380,Male,Toaru Majutsu no Index,TV,Light novel,7.63,199591,1283,115,"Action, Magic, Sci-Fi, Super Power",30 min. per ep.,PG-13 - Teens 13 or older,148259,4,150183,112,90
AuthenticZac,1435,6,2380,Male,Lupin III: Lupin vs. Fukusei-ningen,Movie,Manga,7.07,3356,3312,4397,"Action, Adventure, Mystery, Comedy, Seinen",12 min. per ep.,PG-13 - Teens 13 or older,148259,8,718161,712,433
Angeluso,2001,8,3715195,Male,Tengen Toppa Gurren Lagann,TV,Original,8.74,449656,41,24,"Action, Adventure, Comedy, Mecha, Sci-Fi",23 min. per ep.,R+ - Mild Nudity,20049,21,718161,145,689
Angeluso,1118,0,3715195,Male,Pokemon: Kesshoutou no Teiou Entei,Movie,Game,7.16,60637,2975,927,"Action, Adventure, Comedy, Kids, Drama, Fantasy",29 min. per ep.,PG-13 - Teens 13 or older,33519,237,150183,749,333
crazybela,355,7,217138,Female,Shakugan no Shana,TV,Light novel,7.66,181957,1207,144,"Action, Drama, Fantasy, Romance, School, Supernatural",31 min.,Rx - Hentai,148259,27,150183,1935,303
juliets-romeo,849,9,74105,Male,Suzumiya Haruhi no Yuuutsu,TV,Light novel,7.99,304612,573,68,"Comedy, Mystery, Parody, School, Sci-Fi, Slice of Life",24 min. per ep.,PG - Children,148259,11,718161,552,206
aibike-chan,819,10,33635,Female,Boku wa Imouto ni Koi wo Suru,OVA,Manga,6.49,18654,5633,2053,"Romance, Shoujo",24 min. per ep.,PG - Children,148259,22,718161,71513,220
Mono-no-aware,131,4,16707,Female,Saiyuuki Reload Gunlock,TV,Manga,7.53,5825,1562,3006,"Action, Adventure, Comedy, Fantasy, Josei",13 min. per ep.,PG - Children,148259,2,47981,112,55
Mono-no-aware,8460,0,16707,Female,Mirai Nikki,OVA,Manga,7.47,81640,1737,562,"Action, Shounen, Supernatural",24 min. per ep.,PG - Children,148259,11,718161,712,166
Mono-no-aware,31240,7,16707,Female,Re:Zero kara Hajimeru Isekai Seikatsu,TV,Light novel,8.43,438250,153,36,"Psychological, Drama, Thriller, Fantasy",24 min. per ep.,PG-13 - Teens 13 or older,36947,44,47981,112,261
Mono-no-aware,489,7,16707,Female,Kamichu!,TV,Original,7.47,12638,1730,1774,"Comedy, Drama, Slice of Life, Supernatural",23 min. per ep.,R - 17+ (violence & profanity),148259,1041,718161,71513,942
Mono-no-aware,1553,6,16707,Female,Queen Emeraldas,OVA,Manga,6.99,1604,3615,5179,"Action, Sci-Fi, Adventure, Space",6 min.,G - All Ages,148259,23,47981,1935,162
Mono-no-aware,35067,6,16707,Female,Osomatsu-san 2nd Season,TV,Manga,7.7,7344,1117,2179,"Comedy, Parody",30 min. per ep.,PG-13 - Teens 13 or older,148259,7,150183,243,141
Mono-no-aware,4713,5,16707,Female,Heart no Kuni no Alice: Wonderful Wonder World,Movie,Visual novel,6.22,7835,6689,2441,"Fantasy, Harem, Romance, Shoujo",30 min. per ep.,R+ - Mild Nudity,148259,5,150183,3124,109
Mono-no-aware,28537,5,16707,Female,Garo: Guren no Tsuki,TV,Original,5.92,5359,7518,2532,"Action, Demons, Fantasy, Magic, Supernatural",55 min.,PG-13 - Teens 13 or older,148259,26564,47981,1935,397
Mono-no-aware,36275,8,16707,Female,Natsume Yuujinchou Roku Specials,Special,Manga,8.47,4916,122,3294,"Slice of Life, Supernatural, Drama, Fantasy, Shoujo",30 min. per ep.,R+ - Mild Nudity,55986,338,150183,408,1385
sundown911,202,7,3484009,Male,Wolf&#039;s Rain,TV,Original,7.9,90880,709,359,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",35 min. per ep.,R - 17+ (violence & profanity),55986,1311,150183,595,2085
sundown911,15687,0,3484009,Male,Chuunibyou demo Koi ga Shitai! Lite,ONA,Light novel,7.31,43162,2374,1087,"Comedy, School",24 min. per ep.,PG-13 - Teens 13 or older,43400,186,718161,145,2447
XRaz0r2000,14075,7,3976645,Male,Zetsuen no Tempest,TV,Manga,8.11,160453,432,157,"Action, Mystery, Psychological, Drama, Magic, Fantasy, Shounen",25 min. per ep.,R+ - Mild Nudity,14063,18,718161,712,1249
XRaz0r2000,12967,8,3976645,Male,Arcana Famiglia,TV,Visual novel,6.41,63122,5949,635,"Action, Harem, Supernatural, Romance, Shoujo",25 min. per ep.,PG-13 - Teens 13 or older,148259,5,150183,749,269
XRaz0r2000,16241,6,3976645,Male,"Yondemasu yo, Azazel-san. Z",TV,Manga,7.65,14335,1232,2309,"Comedy, Demons, Supernatural",24 min. per ep.,PG-13 - Teens 13 or older,148259,73,718161,145,1772
XRaz0r2000,34497,7,3976645,Male,Death March kara Hajimaru Isekai Kyousoukyoku,TV,Light novel,6.89,64085,3944,557,"Adventure, Harem, Fantasy",24 min. per ep.,PG - Children,148259,21,718161,712,534
alcapowned8592,3342,1,463569,Male,Mnemosyne: Mnemosyne no Musume-tachi,TV,Original,7.44,51279,1856,709,"Action, Sci-Fi, Horror, Supernatural, Shoujo Ai",1 min. per ep.,PG-13 - Teens 13 or older,10896,1262,47981,1207,161
alcapowned8592,1827,7,463569,Male,Seirei no Moribito,TV,Novel,8.21,51378,308,630,"Action, Adventure, Historical, Fantasy",27 min. per ep.,PG-13 - Teens 13 or older,148259,4,150183,3124,162
alcapowned8592,31080,0,463569,Male,Anne Happy♪,TV,Manga,7.07,19439,3293,1606,"Slice of Life, Comedy, School",30 min. per ep.,R+ - Mild Nudity,1930,1,150183,749,105
alcapowned8592,16444,8,463569,Male,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?: Onsen Manyuuki,OVA,Light novel,7.37,33446,2154,1403,"Fantasy, Supernatural",20 min. per ep.,PG-13 - Teens 13 or older,148259,3,718161,145,129
alcapowned8592,36516,0,463569,Male,Beatless,TV,Novel,6.14,14247,6948,1019,"Action, Drama, Romance, Sci-Fi",25 min. per ep.,PG-13 - Teens 13 or older,148259,74,718161,71513,600
Neyr,1576,0,316737,Female,Bakumatsu Kikansetsu Irohanihoheto,ONA,Original,7.19,9772,2836,2072,"Action, Drama, Historical, Samurai",30 min. per ep.,R - 17+ (violence & profanity),4632,74,150183,749,96
imperius,2025,8,97334,Male,Darker than Black: Kuro no Keiyakusha,TV,Original,8.21,285107,299,61,"Action, Sci-Fi, Mystery, Super Power",24 min.,PG-13 - Teens 13 or older,148259,1,150183,1935,34
imperius,2367,0,97334,Male,Moetan,TV,Other,6.51,7151,5569,2571,"Comedy, Ecchi, Magic, School",22 min. per ep.,PG-13 - Teens 13 or older,12885,30,718161,145,711
imperius,5065,8,97334,Male,Detroit Metal City: Birth of the Metal Devil,Special,Unknown,7.39,10348,2062,2782,"Parody, Comedy, Romance, Music",23 min. per ep.,PG-13 - Teens 13 or older,12885,30,150183,112,48
Kappaka,9253,8,37543,Female,Steins;Gate,TV,Visual novel,9.14,563857,5,8,"Thriller, Sci-Fi",14 min. per ep.,PG-13 - Teens 13 or older,148259,4,718161,4061,171
Shyllios,4437,8,1974246,Male,Naruto: Shippuuden Movie 2 - Kizuna,Movie,Manga,7.41,75524,1984,667,"Action, Martial Arts, Shounen, Supernatural",3 min. per ep.,R+ - Mild Nudity,148259,0,47981,408,57
eilis,60,0,231775,Female,Chrno Crusade,TV,Manga,7.76,78792,961,485,"Action, Historical, Demons, Supernatural, Romance",24 min. per ep.,PG-13 - Teens 13 or older,115993,1418,718161,766,5484
eilis,5226,0,231775,Female,Souten Kouro,TV,Manga,7.36,2777,2210,3365,"Action, Adventure, Historical",23 min. per ep.,PG-13 - Teens 13 or older,22015,68,718161,145,1003
Siliane89,408,0,32413,Male,Final Fantasy VII: Last Order,Special,Game,7.42,32800,1927,1476,"Action, Adventure, Drama, Fantasy, Sci-Fi",24 min.,PG-13 - Teens 13 or older,148259,3,47981,1935,54
Siliane89,9617,9,32413,Male,K-On! Movie,Movie,4-koma manga,8.34,88868,201,534,"Music, Slice of Life, Comedy",25 min. per ep.,R - 17+ (violence & profanity),31840,188,718161,71513,1963
starclaws,16011,6,27324,Male,Tokyo Ravens,TV,Light novel,7.73,112113,1052,286,"Comedy, Supernatural, Magic, Romance, School",25 min. per ep.,PG-13 - Teens 13 or older,148259,82,718161,1190,778
starclaws,3738,10,27324,Male,Usavich II,TV,Original,7.23,2527,2701,5446,"Adventure, Comedy",30 min. per ep.,Rx - Hentai,1854,2,150183,3124,115
ShadoOw,136,10,87991,Male,Hunter x Hunter,TV,Manga,8.47,115140,118,310,"Action, Adventure, Shounen, Super Power",24 min. per ep.,R - 17+ (violence & profanity),148259,2,718161,145,401
ShadoOw,3791,7,87991,Male,Air Gear Special,Special,Unknown,7.4,20809,2005,1839,"Sports, Shounen",24 min. per ep.,PG-13 - Teens 13 or older,24394,51,718161,11901,1153
SlyFox92,18753,7,4745166,Male,Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,OVA,Light novel,7.63,69862,1286,766,"Comedy, Romance, School",30 min. per ep.,R+ - Mild Nudity,148259,0,150183,112,176
SlyFox92,31711,7,4745166,Male,To LOVE-Ru Darkness 2nd Specials,Special,Manga,7.83,21606,834,1735,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",23 min. per ep.,PG-13 - Teens 13 or older,148259,602,718161,71513,1986
SlyFox92,34102,0,4745166,Male,Sakurada Reset,TV,Light novel,7.39,17619,2086,1044,"Mystery, Super Power, Supernatural, School",20 min.,G - All Ages,148259,6,47981,1935,167
cabbit-chan,3962,6,17511,Female,Chocolate Underground,ONA,Novel,6.24,4545,6611,3644,"Comedy, Kids",10 min.,PG-13 - Teens 13 or older,148259,1,208333,1935,476
cabbit-chan,300,0,17511,Female,3x3 Eyes,OVA,Manga,6.91,8838,3864,2784,"Action, Demons, Fantasy, Horror, Romance",24 min. per ep.,PG-13 - Teens 13 or older,148259,7,718161,712,444
r_i_k_o,5356,7,407189,Female,Canaan,TV,Visual novel,7.36,62428,2172,550,Action,7 min. per ep.,PG-13 - Teens 13 or older,148259,31,47981,3124,51
Jumii,3166,0,136365,Female,Ayakashi,TV,Visual novel,6.45,10187,5784,2467,"Action, Sci-Fi, Horror, Fantasy",24 min. per ep.,PG-13 - Teens 13 or older,148259,54,718161,71513,210
Mythicism,16067,0,3045127,Male,Nagi no Asukara,TV,Original,8.24,132252,280,195,"Drama, Fantasy, Romance",25 min. per ep.,G - All Ages,148259,257,718161,766,933
Mythicism,32282,10,3045127,Male,Shokugeki no Souma: Ni no Sara,TV,Manga,8.46,235613,130,127,"Ecchi, School, Shounen",13 min. per ep.,PG-13 - Teens 13 or older,148259,317,718161,552,2075
Mythicism,36475,0,3045127,Male,Sword Art Online Alternative: Gun Gale Online,TV,Light novel,7.3,21075,2443,551,"Action, Game, Military, Sci-Fi, Fantasy",2 hr. 20 min.,PG-13 - Teens 13 or older,4125,7,208333,1935,95
NearL,670,0,432660,Male,Lamune,TV,Visual novel,6.9,14502,3921,2022,"Drama, Romance, Slice of Life",25 min. per ep.,PG - Children,13793,38,718161,2628,612
HARuHi_89,51,0,76511,Female,Tenshi Kinryouku,OVA,Manga,6.42,23156,5942,1794,"Action, Drama, Romance, Shoujo, Supernatural",25 min. per ep.,Unknown,2755,21,718161,190,214
Danila,61,8,59508,Female,D.N.Angel,TV,Manga,7.31,76025,2376,582,"Action, Comedy, Magic, Romance, Fantasy, School, Shoujo",30 min. per ep.,PG-13 - Teens 13 or older,4412,4,150183,749,104
Danila,36220,0,59508,Female,Itsudatte Bokura no Koi wa 10 cm Datta.,TV,Music,7.68,20238,1152,1377,"Comedy, Drama, Romance, School",7 min. per ep.,R+ - Mild Nudity,4412,4,718161,624,239
Mitheel,3841,8,3799,Male,Chi&#039;s Sweet Home,TV,Manga,7.79,16579,893,1688,"Comedy, Slice of Life",54 min. per ep.,R+ - Mild Nudity,31729,416,150183,112,627
UltmShinobi,2472,8,1551679,Male,Naruto: Shippuuden Movie 1,Movie,Manga,7.41,85391,1983,597,"Action, Adventure, Comedy, Fantasy, Shounen",16 min. per ep.,PG-13 - Teens 13 or older,129950,4426,718161,1591,5026
UltmShinobi,481,7,1551679,Male,Yu☆Gi☆Oh! Duel Monsters,TV,Manga,7.57,113570,1451,417,"Adventure, Game, Shounen",30 min.,PG-13 - Teens 13 or older,148259,16,150183,1935,102
Eiennoousama,9656,4,305780,Male,Kimi ni Todoke 2nd Season,TV,Manga,8.12,133548,412,322,"Slice of Life, Drama, Romance, School, Shoujo",26 min.,G - All Ages,148259,7,208333,1935,78
Eiennoousama,11981,7,305780,Male,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,Movie,Original,8.47,112763,120,403,"Psychological, Drama, Magic, Thriller",25 min. per ep.,Rx - Hentai,148259,68,150183,112,645
Eiennoousama,2927,4,305780,Male,Kimikiss Pure Rouge,TV,Visual novel,7.43,31785,1891,1214,"Drama, Romance, School",31 min.,PG-13 - Teens 13 or older,2429,3,150183,1935,55
Eiennoousama,32648,0,305780,Male,Handa-kun,TV,Manga,7.46,49917,1773,736,"Slice of Life, Comedy, Shounen",24 min. per ep.,PG - Children,2134,12,718161,7158,194
Eiennoousama,31280,0,305780,Male,Selector Destructed WIXOSS Movie,Movie,Card game,7.31,3571,2404,3337,"Game, Psychological",25 min. per ep.,PG-13 - Teens 13 or older,3571,10,718161,845,213
Bluewhale99,32281,10,4243707,Male,Kimi no Na wa.,Movie,Original,9.19,471398,2,33,"Supernatural, Drama, Romance, School",28 min. per ep.,R+ - Mild Nudity,6568,7,150183,112,220
5za,10721,0,225342,Female,Mawaru Penguindrum,TV,Original,8.03,72599,520,394,"Mystery, Comedy, Dementia, Psychological, Drama",1 hr. 7 min.,G - All Ages,148259,728,44663,1935,288
5za,5079,0,225342,Female,Kurokami The Animation,TV,Manga,7.25,33478,2619,969,"Action, Martial Arts, Super Power",1 hr. 20 min.,R+ - Mild Nudity,64755,360,208333,1935,395
5za,14347,0,225342,Female,Ryo,Movie,Original,5.95,5056,7468,3691,"Action, Samurai, Historical, Drama",30 min. per ep.,R+ - Mild Nudity,148259,22,150183,112,211
RwadaMan,36296,0,4816792,Male,Hinamatsuri,TV,Manga,8.05,12470,508,1083,"Sci-Fi, Slice of Life, Comedy, Supernatural, Seinen",30 min.,Rx - Hentai,13308,31,150183,1935,229
xXseinXx,26349,0,3695175,Male,Danna ga Nani wo Itteiru ka Wakaranai Ken,TV,4-koma manga,7.51,102220,1602,440,"Slice of Life, Comedy, Romance, Seinen",24 min. per ep.,PG-13 - Teens 13 or older,148259,281,718161,4871,5058
xXseinXx,33502,0,3695175,Male,Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,TV,Light novel,7.85,72118,803,532,"Sci-Fi, Drama, Romance, Fantasy",24 min. per ep.,PG-13 - Teens 13 or older,120962,849,718161,5473,1828
xXseinXx,32936,0,3695175,Male,Gin no Guardian,TV,Web manga,6.33,19557,6259,1389,"Adventure, Fantasy",30 min.,Rx - Hentai,148259,241,150183,1935,425
MrFreakMen,620,0,112219,Male,Mermaid Forest,TV,Unknown,7.13,6170,3088,2854,"Drama, Fantasy, Horror, Mystery",1 hr. 12 min.,PG-13 - Teens 13 or older,77432,267,47981,1935,361
MrFreakMen,15225,5,112219,Male,Hentai Ouji to Warawanai Neko.,TV,Light novel,7.39,148188,2068,255,"Harem, Comedy, Supernatural, Romance, School",25 min. per ep.,G - All Ages,148259,20,718161,425,371
MrFreakMen,30694,0,112219,Male,Dragon Ball Super,TV,Manga,7.78,102780,922,278,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",30 min. per ep.,R+ - Mild Nudity,43718,186,150183,112,697
MrFreakMen,6922,0,112219,Male,Fate/stay night Movie: Unlimited Blade Works,Movie,Visual novel,7.53,77292,1549,609,"Action, Fantasy, Magic, Supernatural",30 min. per ep.,R+ - Mild Nudity,22629,98,150183,112,274
